DIM,Task,APPROVAL,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb
Allocated Hours,,,157.05,156.89,159.68,114.68,125.1,172.5,0,0,0,0,0,0,0,0,0,0
Remaining,,,7.95,0.61,-9.68,35.32,47.4,-22.5,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0781,Completed,8.55,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0059,Completed,33,12,30,30,34.5,30,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,33,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0064,Completed,33,12,75,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0550,Completed,0,6.29,9.68,9.68,4.35,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0133,Completed,49.5,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0516,Completed,0,0,0,75,86.25,142.5,0,0,0,0,0,0,0,0,0,0
EMP_0094,,,,,,,,,,,,,,,,,,
Contracted Hours,,,0,22.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,167.18,189,234.6,186,175.5,16.5,15.75,16.5,0,0,0,0,0,0
Remaining,,,0,22.5,-17.18,-39,-62.1,-36,-25.5,148.5,141.75,156,165,157.5,165,150,157.5,150
Technical,TASK_T0196,Completed,0,0,15,15,17.25,15,15,16.5,15.75,16.5,0,0,0,0,0,0
Technical,TASK_T0291,Completed,0,0,10.2,12,13.8,2.4,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0797,Completed,0,0,75,75,86.25,75,75,0,0,0,0,0,0,0,0,0
Technical,TASK_T0692,Completed,0,0,9.6,12,31.05,18.6,10.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0572,Completed,0,0,57.38,75,86.25,75,75,0,0,0,0,0,0,0,0,0
EMP_0232,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,78.75,164.25,166.5,172.5,150,105,115.5,110.25,120.75,115.5,110.25,115.5,105,0,0
Remaining,,,0,78.75,-14.25,-16.5,0,0,45,49.5,47.25,51.75,49.5,47.25,49.5,45,157.5,150
Technical,TASK_T0157,Completed,0,0,89.25,105,120.75,105,105,115.5,110.25,120.75,115.5,110.25,115.5,105,0,0
Technical,TASK_T0026,Completed,82.5,78.75,75,61.5,51.75,45,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0064,Completed,82.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0163,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,119.85,154.56,147.69,185.28,182.33,70.98,63.48,22.5,38.16,20.59,15,0,0,0,0,0
Remaining,,,45.15,2.94,2.31,-35.28,-9.83,79.02,86.52,142.5,119.34,151.91,150,157.5,165,150,157.5,150
Technical,TASK_T0661,Completed,0,0,0,42.45,22.5,45,45,22.5,2.55,0,0,0,0,0,0,0
Technical,TASK_T0639,Completed,0,7.88,7.5,7.5,8.63,7.5,0,0,30,15,15,0,0,0,0,0
Technical,TASK_T0644,Completed,15,7.5,7.5,10,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0653,Completed,0,7.5,7.13,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0436,Completed,99,126,120,120,138,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0635,Partial,0,0,0,0,0,10.98,10.98,0,0,0,0,0,0,0,0,0
Technical,TASK_T0578,Partial,5.85,5.68,5.57,5.33,5.71,0,0,0,5.61,5.59,0,0,0,0,0,0
EMP_0489,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0095,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,148.5,141.75,120,120,17.25,150,150,0,0,0,0,0,0,0,0,0
Remaining,,,16.5,15.75,30,30,155.25,0,0,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0461,Completed,33,31.5,30,30,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0730,Completed,82.5,78.75,75,75,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0880,Completed,16.5,15.75,15,15,17.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0516,Completed,0,0,0,0,0,150,150,0,0,0,0,0,0,0,0,0
Technical,TASK_T0460,Completed,16.5,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0034,,,,,,,,,,,,,,,,,,
Contracted Hours,,,97.5,90,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,81,90,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
Remaining,,,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5,150
Technical,TASK_T0650,Completed,81,90,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,0,0
EMP_0721,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,168.21,126.06,132.77,119.25,112.13,90,90,99,94.5,103.5,99,94.5,99,90,0,0
Remaining,,,-3.21,31.44,17.23,30.75,60.38,60,60,66,63,69,66,63,66,60,157.5,150
Technical,TASK_T0528,Completed,11.46,10.94,6.77,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0889,Completed,0,81,90,90,103.5,90,90,99,94.5,103.5,99,94.5,99,90,0,0
Technical,TASK_T0878,Completed,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0530,Completed,115.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0518,Completed,0,0,0,3,8.63,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0857,Completed,16.5,15.75,15,15,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0743,Completed,0,4.88,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0761,Completed,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0171,Completed,0,13.5,13.5,3.75,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0681,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,68.1,48.75,51,177.53,186,15.6,15,10,0,0,0,0,0,0,0,0
Remaining,,,96.9,108.75,99,-27.53,-13.5,134.4,135,155,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0469,Completed,0,0,0,7.13,8,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0022,Completed,10,6,0,10,5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0234,Completed,4,0,0,50,60,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0447,Completed,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0530,Completed,0,0,0,60,80,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0286,Completed,10,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0229,Completed,0,0,12,16,10,0.6,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0937,Completed,10,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0522,Completed,12,12.6,12,2.4,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0880,Completed,16.5,15.75,15,10,10,15,15,10,0,0,0,0,0,0,0,0
Technical,TASK_T0171,Completed,0.6,12.6,12,12,8,0,0,0,0,0,0,0,0,0,0,0
EMP_0777,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,18.9,27,31.05,9.45,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,131.1,123,141.45,140.55,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,,Completed,0,0,18.9,27,31.05,9.45,0,0,0,0,0,0,0,0,0,0
EMP_0466,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0507,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,123.75,118.13,37.5,37.5,43.13,37.5,37.5,41.25,0,0,0,0,0,0,0,0
Remaining,,,41.25,39.38,112.5,112.5,129.38,112.5,112.5,123.75,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0782,Completed,82.5,78.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0840,Completed,41.25,39.38,37.5,37.5,43.13,37.5,37.5,41.25,0,0,0,0,0,0,0,0
EMP_0419,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0528,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,169.5,158.63,150,150,172.5,142.5,142.5,107.25,102.38,112.13,0,0,0,0,0,0
Remaining,,,-4.5,-1.13,0,0,0,7.5,7.5,57.75,55.13,60.37,165,157.5,165,150,157.5,150
Technical,TASK_T0509,Completed,49.5,47.25,45,45,51.75,45,45,0,0,0,0,0,0,0,0,0
Technical,TASK_T0415,Completed,12.75,9,7.5,7.5,8.63,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0847,Completed,107.25,102.38,97.5,97.5,112.13,97.5,97.5,107.25,102.38,112.13,0,0,0,0,0,0
EMP_0650,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,198,189,150,198,241.5,210,210,231,220.5,241.5,231,220.5,231,210,220.5,210
Remaining,,,-33,-31.5,0,-48,-69,-60,-60,-66,-63,-69,-66,-63,-66,-60,-63,-60
Technical,,Completed,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0437,Completed,0,0,0,48,69,60,60,66,63,69,66,63,66,60,63,60
Technical,TASK_T0704,Completed,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0180,,,,,,,,,,,,,,,,,,
Contracted Hours,,,150,127.5,127.5,142.5,172.5,135,120,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,153.51,119.98,121.87,150,172.54,150,149.99,51.38,39.38,43.13,41.25,39.38,41.25,37.5,39.38,37.5
Remaining,,,-3.51,7.52,5.63,-7.5,-0.04,-15,-29.99,113.63,118.13,129.38,123.75,118.13,123.75,112.5,118.13,112.5
Technical,TASK_T0841,Completed,67.5,41.8,45.9,68.4,78.7,67.5,67.5,10.13,0,0,0,0,0,0,0,0
Technical,,Completed,32.23,30.76,29.3,29.3,33.69,29.3,8.79,0,0,0,0,0,0,0,0,0
Technical,TASK_T0876,Completed,37.5,31.88,31.88,37.5,43.13,53.2,73.7,41.25,39.38,43.13,41.25,39.38,41.25,37.5,39.38,37.5
Technical,,Completed,16.28,15.54,14.8,14.8,17.02,0,0,0,0,0,0,0,0,0,0,0
EMP_0727,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,173.37,141.86,150.11,153.71,177.8,154.5,154.5,169.95,159.07,174.23,166.65,159.07,166.65,94.5,99.22,94.5
Remaining,,,-8.37,15.64,-0.11,-3.71,-5.3,-4.5,-4.5,-4.95,-1.57,-1.73,-1.65,-1.57,-1.65,55.5,58.28,55.5
Technical,TASK_T0532,Completed,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0437,Completed,0,0,0,3.6,5.17,4.5,4.5,4.95,4.72,5.17,4.95,4.72,4.95,4.5,4.72,4.5
Technical,TASK_T0506,Completed,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0989,Completed,33,31.5,60,60,69,60,60,66,59.85,65.55,62.7,59.85,62.7,0,0,0
Technical,TASK_T0986,Completed,0.12,0.11,0.11,0.11,0.12,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0144,Completed,99,78.75,90,90,103.5,90,90,99,94.5,103.5,99,94.5,99,90,94.5,90
EMP_0634,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,157.5,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,66,94.5,256.5,318,343.63,150,153.75,132,126,138,132,94.5,99,90,94.5,90
Remaining,,,99,63,-106.5,-168,-171.13,0,3.75,33,31.5,34.5,33,63,66,60,63,60
Technical,TASK_T0950,Completed,0,0,1.5,19.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0521,Completed,0,31.5,45,19.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0949,Completed,66,63,60,120,138,120,126,132,126,138,132,94.5,99,90,94.5,90
Technical,TASK_T0680,Completed,0,0,75,75,86,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0677,Completed,0,0,75,75,86.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0585,Completed,0,0,0,9,25.88,22.5,20.25,0,0,0,0,0,0,0,0,0
Technical,TASK_T0655,Completed,0,0,0,0,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0
EMP_0233,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,67.42,89,105,121.05,146.4,28.82,19.05,0.75,0,0,0,0,0,0,0,0
Remaining,,,97.58,68.5,45,28.95,26.1,121.18,130.95,164.25,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0397,Completed,15,15,10,10,15,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0439,Completed,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0749,Completed,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0431,Completed,0,0,10,12,13.8,0.6,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0995,Completed,0,0,10,10,15,4.22,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0761,Completed,15,20,10,30,15,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0903,Completed,0,4,10,15,20,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0307,Completed,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0412,Completed,10,15,15,5,10,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0450,Completed,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0403,Completed,7.42,10,10,5,15,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0695,Completed,0,0,0,4.05,10.35,9,4.05,0,0,0,0,0,0,0,0,0
Technical,TASK_T0287,Completed,0,5,15,15,17.25,15,15,0.75,0,0,0,0,0,0,0,0
EMP_0279,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,82.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,8.25,69.83,30,52.5,52.5,48.9,7.5,0,0,0,0,0,0,0,0,0
Remaining,,,156.75,12.67,120,97.5,120,101.1,142.5,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0664,Completed,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0654,Completed,0,0,30,45,45,41.4,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0607,Completed,0,0,0,7.5,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0642,Completed,0,6.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0638,Completed,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0610,Completed,0,22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0650,Completed,8.25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0631,Completed,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0641,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,75,86.25,75,75,82.5,78.75,86.25,82.5,78.75,82.5,75,78.75,75
Allocated Hours,,,129.97,139.2,75,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,35.03,18.3,75,75,86.25,75,75,82.5,78.75,86.25,82.5,78.75,82.5,75,78.75,75
Technical,TASK_T0740,Completed,0,30,75,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0018,Completed,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0401,Completed,16.5,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0427,Completed,16.5,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0919,Completed,6.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0800,Completed,16.5,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0797,Completed,32.63,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0394,Completed,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0624,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,8.3,31.54,37.65,43.5,39.23,6.83,0,0,0,0,0,0,0,0,0,0
Remaining,,,156.7,125.96,112.35,106.5,133.28,143.18,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0231,Completed,0,9.6,24,24,16.8,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0441,Completed,8.3,7.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0691,Completed,0,0,13.65,19.5,22.43,6.83,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0882,Completed,0,14.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0352,,,,,,,,,,,,,,,,,,
Contracted Hours,,,132,102,120,120,138,120,120,132,126,138,132,126,132,120,126,120
Allocated Hours,,,132,102,120,120,138,120,120,132,126,138,132,126,132,120,126,0
Remaining,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
Technical,TASK_T0650,Completed,132,102,120,120,138,120,120,132,126,138,132,126,132,120,126,0
EMP_0710,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,42.36,39.86,30.42,24.72,22.18,18.93,16.92,18.62,17.77,19.46,18.62,17.77,18.62,16.92,17.77,16.92
Remaining,,,122.64,117.64,119.58,125.28,150.32,131.07,133.08,146.38,139.73,153.04,146.38,139.73,146.38,133.08,139.73,133.08
Technical,TASK_T0838,Completed,2.5,2.39,2.27,2.16,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0835,Completed,3.3,3.15,3,2.1,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0836,Completed,6.4,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0834,Completed,2.5,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0837,Completed,6.45,6.15,5.86,1.17,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0876,Completed,18.62,17.77,16.92,16.92,19.46,16.92,16.92,18.62,17.77,19.46,18.62,17.77,18.62,16.92,17.77,16.92
Technical,TASK_T0839,Completed,2.6,2.48,2.36,2.36,2.72,2.01,0,0,0,0,0,0,0,0,0,0
EMP_0177,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,165.11,177.46,204.08,102.46,102.46,112.71,107.59,117.83,112.71,107.59,112.71,102.46,28.84,24.72
Remaining,,,0,0,-15.11,-27.46,-31.58,47.54,47.54,52.29,49.91,54.67,52.29,49.91,52.29,47.54,128.66,125.28
Technical,TASK_T0563,Completed,82.5,78.75,75,75,86.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0562,Completed,0,0,15.11,27.46,31.58,27.46,27.46,30.21,28.84,31.58,30.21,28.84,30.21,27.46,28.84,24.72
Technical,TASK_T0144,Completed,82.5,78.75,75,75,86.25,75,75,82.5,78.75,86.25,82.5,78.75,82.5,75,0,0
EMP_0561,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,24.5,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,140.5,144,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0547,Completed,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0456,Completed,16.5,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0294,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,82.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,135,0,0,0,0,15,16.5,0,0,0,0,0,0,0,0
Remaining,,,0,-52.5,150,150,172.5,150,135,148.5,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0782,Completed,165,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0516,Completed,0,0,0,0,0,0,15,16.5,0,0,0,0,0,0,0,0
EMP_0029,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,183.85,157.07,110.61,143.08,182.37,147.75,128.65,113.65,74.25,74.25,74.25,74.25,63,63,0,0
Remaining,,,-18.85,0.43,39.39,6.92,-9.87,2.25,21.35,51.35,83.25,98.25,90.75,83.25,102,87,157.5,150
Technical,TASK_T0643,Completed,3.75,7.5,0.9,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0666,Completed,19.29,23.67,5.8,7.5,22.9,22.9,22.9,22.9,0,0,0,0,0,0,0,0
Technical,TASK_T0598,Completed,26.4,25.2,18.9,24,27.6,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0626,Completed,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0662,Completed,8.3,7.9,15,4.7,4.7,4.7,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0587,Completed,0,0,0,7.5,6.9,3,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0607,Completed,0,0,0,16.5,16.5,16.5,16.5,16.5,0,0,0,0,0,0,0,0
Technical,TASK_T0614,Completed,0,11.25,22.5,22.5,14.63,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0651,Completed,1.56,7.5,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0593,Completed,15,15,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0627,Completed,8.25,7.9,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0613,Completed,7.5,0,7.5,6.98,8.02,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0638,Completed,6.7,6.4,6.09,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0669,Completed,0,0,0,0,33,78,78,63,63,63,63,63,63,63,0,0
Technical,TASK_T0594,Completed,7.5,3.75,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0610,Completed,79.6,41,10,50,35,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0615,Partial,0,0,0,0,8.63,0,0,0,0,0,0,0,0,0,0,0
