Employee,Cost
EMP_0202,13.00155201
EMP_0203,7.887198264
EMP_0204,11.60855469
EMP_0205,14.59491431
EMP_0206,5.592189126
EMP_0207,8.746742319
EMP_0208,6.076105172
EMP_0209,7.064260668
EMP_0210,5.864863447
EMP_0211,5.450710168
EMP_0212,5.592189126
EMP_0213,11.60855469
EMP_0214,14.4036382
EMP_0215,5.09195065
EMP_0216,7.064260668
EMP_0217,7.887198264
EMP_0218,14.74822519
EMP_0219,9.034966147
EMP_0220,14.59491431
EMP_0221,9.138376727
EMP_0222,5.592189126
EMP_0223,7.71497065
EMP_0224,10.34363574
EMP_0225,9.024729155
EMP_0226,5.848103943
EMP_0227,7.266257001
EMP_0228,14.74822519
EMP_0229,7.064260668
EMP_0230,9.024729155
EMP_0231,5.864863447
EMP_0232,14.79236358
EMP_0233,14.79236358
EMP_0234,5.592189126
EMP_0235,14.74822519
EMP_0236,7.38832083
EMP_0237,5.848103943
EMP_0238,8.746742319
EMP_0239,9.234806887
EMP_0240,11.60855469
EMP_0241,6.076105172
EMP_0242,9.234806887
EMP_0243,14.79236358
EMP_0244,14.59491431
EMP_0245,13.07424216
EMP_0246,5.450710168
EMP_0247,13.24699305
EMP_0248,14.79236358
EMP_0249,7.38832083
EMP_0250,11.75799412
EMP_0251,14.59491431
EMP_0252,14.4036382
EMP_0253,5.848103943
EMP_0254,5.072019591
EMP_0255,13.00155201
EMP_0256,13.24699305
EMP_0257,9.138376727
EMP_0258,5.864863447
EMP_0259,9.034966147
EMP_0260,9.138376727
EMP_0261,7.595735197
EMP_0262,14.74822519
EMP_0263,5.712403877
EMP_0264,8.746742319
EMP_0265,7.064260668
EMP_0266,5.072019591
EMP_0267,10.11514073
EMP_0268,5.450710168
EMP_0269,13.07424216
EMP_0270,8.746742319
EMP_0271,7.38832083
EMP_0272,11.60855469
EMP_0273,7.595735197
EMP_0274,13.10748609
EMP_0275,14.74822519
EMP_0276,14.4036382
EMP_0277,5.592189126
EMP_0278,7.435543875
EMP_0279,14.78355332
EMP_0280,5.712403877
EMP_0281,13.10748609
EMP_0282,5.450710168
EMP_0283,5.712403877
EMP_0284,5.450710168
EMP_0285,13.00155201
EMP_0286,9.034966147
EMP_0287,5.848103943
EMP_0288,14.79236358
EMP_0289,14.59491431
EMP_0290,10.34363574
EMP_0291,7.887198264
EMP_0292,7.404007889
EMP_0293,5.450710168
EMP_0294,11.15450122
EMP_0295,10.34363574
EMP_0296,8.746742319
EMP_0297,5.09195065
EMP_0298,7.71497065
EMP_0299,9.034966147
EMP_0300,5.712403877
EMP_0301,13.07424216
EMP_0302,13.10748609
EMP_0303,7.71497065
EMP_0304,7.71497065
EMP_0305,14.78355332
EMP_0306,14.61308375
EMP_0307,14.78355332
EMP_0308,13.24699305
EMP_0309,9.024729155
EMP_0310,14.78355332
EMP_0311,10.11514073
EMP_0312,7.435543875
EMP_0313,14.74822519
EMP_0314,5.592189126
EMP_0315,9.234806887
EMP_0316,13.07424216
EMP_0317,14.59491431
EMP_0318,10.34363574
EMP_0319,9.024729155
EMP_0320,5.848103943
EMP_0321,14.78355332
EMP_0322,7.38832083
EMP_0323,13.10748609
EMP_0324,11.75799412
EMP_0325,5.864863447
EMP_0326,10.11514073
EMP_0327,7.064260668
EMP_0328,7.266257001
EMP_0329,7.404007889
EMP_0330,10.11514073
EMP_0331,7.887198264
EMP_0332,11.15450122
EMP_0333,7.266257001
EMP_0334,9.138376727
EMP_0335,7.38832083
EMP_0336,13.07424216
EMP_0337,9.024729155
EMP_0338,10.34363574
EMP_0339,11.15450122
EMP_0340,11.15450122
EMP_0341,5.712403877
EMP_0342,14.59491431
EMP_0343,7.887198264
EMP_0344,10.34363574
EMP_0345,13.07424216
EMP_0346,7.38832083
EMP_0347,14.4036382
EMP_0348,10.11514073
EMP_0349,5.450710168
EMP_0350,7.71497065
EMP_0351,10.34363574
EMP_0352,14.74822519
EMP_0353,9.034966147
EMP_0354,5.712403877
EMP_0355,13.07424216
EMP_0356,5.712403877
EMP_0357,13.10748609
EMP_0358,11.60855469
EMP_0359,5.864863447
EMP_0360,5.712403877
EMP_0361,11.75799412
EMP_0362,14.4036382
EMP_0363,14.78355332
EMP_0364,5.712403877
EMP_0365,5.712403877
EMP_0366,7.064260668
EMP_0367,11.75799412
EMP_0368,14.78355332
EMP_0369,14.74822519
EMP_0370,9.138376727
EMP_0371,5.09195065
EMP_0372,6.076105172
EMP_0373,5.072019591
EMP_0374,7.38832083
EMP_0375,13.24699305
EMP_0376,14.59491431
EMP_0377,7.71497065
EMP_0378,11.60855469
EMP_0379,5.848103943
EMP_0380,13.10748609
EMP_0381,7.435543875
EMP_0382,5.712403877
EMP_0383,13.10748609
EMP_0384,9.024729155
EMP_0385,9.234806887
EMP_0386,9.024729155
EMP_0387,13.10748609
EMP_0388,9.234806887
EMP_0389,7.404007889
EMP_0390,7.887198264
EMP_0391,13.00155201
EMP_0392,13.07424216
EMP_0393,13.10748609
EMP_0394,5.072019591
EMP_0395,9.034966147
EMP_0396,5.09195065
EMP_0397,14.4036382
EMP_0398,9.138376727
EMP_0399,10.11514073
EMP_0400,7.266257001
EMP_0401,5.072019591
EMP_0402,7.71497065
EMP_0403,13.10748609
EMP_0404,7.064260668
EMP_0405,13.10748609
EMP_0406,8.746742319
EMP_0407,13.24699305
EMP_0408,10.34363574
EMP_0409,14.59491431
EMP_0410,7.435543875
EMP_0411,13.24699305
EMP_0412,14.79236358
EMP_0413,10.11514073
EMP_0414,14.74822519
EMP_0415,6.076105172
EMP_0416,11.75799412
EMP_0417,5.712403877
EMP_0418,13.00155201
EMP_0419,7.435543875
EMP_0420,8.746742319
EMP_0421,7.71497065
EMP_0422,11.15450122
EMP_0423,7.38832083
EMP_0424,14.74822519
EMP_0425,10.34363574
EMP_0426,6.076105172
EMP_0427,14.59491431
EMP_0428,9.138376727
EMP_0429,5.864863447
EMP_0430,5.848103943
EMP_0431,7.887198264
EMP_0432,7.38832083
EMP_0433,10.34363574
EMP_0434,11.60855469
EMP_0435,10.11514073
EMP_0436,13.10748609
EMP_0437,5.09195065
EMP_0438,11.75799412
EMP_0439,14.79236358
EMP_0440,14.78355332
EMP_0441,10.34363574
EMP_0442,10.11514073
EMP_0443,9.034966147
EMP_0444,7.266257001
EMP_0445,13.00155201
EMP_0446,11.60855469
EMP_0447,6.076105172
EMP_0448,11.15450122
EMP_0449,10.34363574
EMP_0450,13.07424216
EMP_0451,7.266257001
EMP_0452,9.138376727
EMP_0453,13.10748609
EMP_0454,5.09195065
EMP_0455,5.592189126
EMP_0456,13.07424216
EMP_0457,14.78355332
EMP_0458,5.09195065
EMP_0459,13.00155201
EMP_0460,5.592189126
EMP_0461,6.076105172
EMP_0462,5.592189126
EMP_0463,13.07424216
EMP_0464,7.38832083
EMP_0465,13.07424216
EMP_0466,5.450710168
EMP_0467,6.076105172
EMP_0468,14.61308375
EMP_0469,5.864863447
EMP_0470,11.75799412
EMP_0471,10.11514073
EMP_0472,14.4036382
EMP_0473,10.34363574
EMP_0474,14.4036382
EMP_0475,7.404007889
EMP_0476,7.266257001
EMP_0477,7.38832083
EMP_0478,7.435543875
EMP_0479,7.064260668
EMP_0480,7.064260668
EMP_0481,5.072019591
EMP_0482,14.74822519
EMP_0483,9.234806887
EMP_0484,14.78355332
EMP_0485,7.404007889
EMP_0486,5.848103943
EMP_0487,7.38832083
EMP_0488,14.74822519
EMP_0489,14.74822519
EMP_0490,5.864863447
EMP_0491,10.34363574
EMP_0492,14.61308375
EMP_0493,9.138376727
EMP_0494,9.034966147
EMP_0495,10.11514073
EMP_0496,9.234806887
EMP_0497,13.10748609
EMP_0498,9.034966147
EMP_0499,13.00155201
EMP_0500,13.07424216
EMP_0501,7.71497065
EMP_0502,7.435543875
EMP_0503,13.24699305
EMP_0504,14.74822519
EMP_0505,5.864863447
EMP_0506,14.79236358
EMP_0507,14.78355332
EMP_0508,13.24699305
EMP_0509,13.24699305
EMP_0510,5.450710168
EMP_0511,9.034966147
EMP_0512,7.064260668
EMP_0513,11.75799412
EMP_0514,7.887198264
EMP_0515,7.38832083
EMP_0516,14.4036382
EMP_0517,5.592189126
EMP_0518,9.034966147
EMP_0519,7.064260668
EMP_0520,13.24699305
EMP_0521,5.712403877
EMP_0522,5.450710168
EMP_0523,7.266257001
EMP_0524,14.74822519
EMP_0525,7.38832083
EMP_0526,14.61308375
EMP_0527,13.07424216
EMP_0528,11.60855469
EMP_0529,9.138376727
EMP_0530,13.24699305
EMP_0531,10.11514073
EMP_0532,7.266257001
EMP_0533,14.79236358
EMP_0534,14.4036382
EMP_0535,11.75799412
EMP_0536,9.034966147
EMP_0537,14.74822519
EMP_0538,13.00155201
EMP_0539,10.11514073
EMP_0540,14.61308375
EMP_0541,6.076105172
EMP_0542,14.59491431
EMP_0543,7.266257001
EMP_0544,9.138376727
EMP_0545,7.595735197
EMP_0546,5.864863447
EMP_0547,5.592189126
EMP_0548,14.78355332
EMP_0549,7.38832083
EMP_0550,9.024729155
EMP_0551,5.592189126
EMP_0552,14.78355332
EMP_0553,11.75799412
EMP_0554,10.34363574
EMP_0555,9.234806887
EMP_0556,7.435543875
EMP_0557,9.138376727
EMP_0558,7.887198264
EMP_0559,5.592189126
EMP_0560,7.435543875
EMP_0561,7.266257001
EMP_0562,5.848103943
EMP_0563,6.076105172
EMP_0564,14.59491431
EMP_0565,14.4036382
EMP_0566,14.78355332
EMP_0567,5.09195065
EMP_0568,9.234806887
EMP_0569,9.234806887
EMP_0570,9.034966147
EMP_0571,14.74822519
EMP_0572,7.064260668
EMP_0573,5.09195065
EMP_0574,9.034966147
EMP_0575,5.09195065
EMP_0576,9.024729155
EMP_0577,9.034966147
EMP_0578,5.09195065
EMP_0579,5.09195065
EMP_0580,14.79236358
EMP_0581,5.848103943
EMP_0582,9.138376727
EMP_0583,9.034966147
EMP_0584,7.064260668
EMP_0585,7.595735197
EMP_0586,13.07424216
EMP_0587,10.34363574
EMP_0588,7.404007889
EMP_0589,5.592189126
EMP_0590,5.072019591
EMP_0591,14.4036382
EMP_0592,9.138376727
EMP_0593,9.234806887
EMP_0594,9.138376727
EMP_0595,14.61308375
EMP_0596,10.34363574
EMP_0597,9.138376727
EMP_0598,14.79236358
EMP_0599,14.61308375
EMP_0600,9.234806887
EMP_0601,5.848103943
EMP_0602,11.60855469
EMP_0603,9.024729155
EMP_0604,11.75799412
EMP_0605,11.75799412
EMP_0606,7.404007889
EMP_0607,13.00155201
EMP_0608,5.712403877
EMP_0609,11.15450122
EMP_0610,7.71497065
EMP_0611,5.712403877
EMP_0612,5.712403877
EMP_0613,11.75799412
EMP_0614,5.592189126
EMP_0615,5.09195065
EMP_0616,14.74822519
EMP_0617,13.07424216
EMP_0618,10.11514073
EMP_0619,7.064260668
EMP_0620,6.076105172
EMP_0621,14.78355332
EMP_0622,13.00155201
EMP_0623,5.09195065
EMP_0624,7.71497065
EMP_0625,10.34363574
EMP_0626,7.887198264
EMP_0627,13.07424216
EMP_0628,7.435543875
EMP_0629,7.266257001
EMP_0630,11.75799412
EMP_0631,7.435543875
EMP_0632,14.61308375
EMP_0633,7.595735197
EMP_0634,5.712403877
EMP_0635,7.435543875
EMP_0636,8.746742319
EMP_0637,7.404007889
EMP_0638,7.887198264
EMP_0639,7.595735197
EMP_0640,14.74822519
EMP_0641,5.864863447
EMP_0642,5.072019591
EMP_0643,5.072019591
EMP_0644,10.34363574
EMP_0645,7.71497065
EMP_0646,11.15450122
EMP_0647,7.435543875
EMP_0648,14.4036382
EMP_0649,5.072019591
EMP_0650,14.61308375
EMP_0651,5.712403877
EMP_0652,5.09195065
EMP_0653,14.74822519
EMP_0654,7.266257001
EMP_0655,14.74822519
EMP_0656,11.60855469
EMP_0657,9.024729155
EMP_0658,5.712403877
EMP_0659,14.59491431
EMP_0660,10.34363574
EMP_0661,11.75799412
EMP_0662,11.60855469
EMP_0663,7.595735197
EMP_0664,7.064260668
EMP_0665,13.24699305
EMP_0666,14.78355332
EMP_0667,14.74822519
EMP_0668,5.072019591
EMP_0669,5.072019591
EMP_0670,7.71497065
EMP_0671,7.266257001
EMP_0672,7.435543875
EMP_0673,13.07424216
EMP_0674,13.07424216
EMP_0675,14.78355332
EMP_0676,14.79236358
EMP_0677,6.076105172
EMP_0678,6.076105172
EMP_0679,11.15450122
EMP_0680,13.24699305
EMP_0681,5.072019591
EMP_0682,14.4036382
EMP_0683,5.592189126
EMP_0684,7.71497065
EMP_0685,5.072019591
EMP_0686,14.4036382
EMP_0687,5.712403877
EMP_0688,5.712403877
EMP_0689,14.79236358
EMP_0690,7.435543875
EMP_0691,5.450710168
EMP_0692,5.712403877
EMP_0693,14.61308375
EMP_0694,7.064260668
EMP_0695,5.712403877
EMP_0696,13.10748609
EMP_0697,5.712403877
EMP_0698,6.076105172
EMP_0699,7.064260668
EMP_0700,9.138376727
EMP_0701,9.034966147
EMP_0702,14.78355332
EMP_0703,5.450710168
EMP_0704,10.34363574
EMP_0705,13.24699305
EMP_0706,14.4036382
EMP_0707,7.595735197
EMP_0708,5.09195065
EMP_0709,11.15450122
EMP_0710,11.75799412
EMP_0711,7.38832083
EMP_0712,13.00155201
EMP_0713,8.746742319
EMP_0714,7.435543875
EMP_0715,7.595735197
EMP_0716,5.09195065
EMP_0717,9.034966147
EMP_0718,14.59491431
EMP_0719,10.34363574
EMP_0720,5.848103943
EMP_0721,13.10748609
EMP_0722,5.072019591
EMP_0723,14.59491431
EMP_0724,7.435543875
EMP_0725,14.74822519
EMP_0726,14.61308375
EMP_0727,11.75799412
EMP_0728,9.024729155
EMP_0729,9.024729155
EMP_0730,5.072019591
EMP_0731,7.266257001
EMP_0732,8.746742319
EMP_0733,5.072019591
EMP_0734,9.138376727
EMP_0735,5.864863447
EMP_0736,8.746742319
EMP_0737,11.60855469
EMP_0738,14.79236358
EMP_0739,9.138376727
EMP_0740,8.746742319
EMP_0741,14.61308375
EMP_0742,14.59491431
EMP_0743,5.864863447
EMP_0744,5.712403877
EMP_0745,11.15450122
EMP_0746,13.07424216
EMP_0747,5.450710168
EMP_0748,14.79236358
EMP_0749,14.59491431
EMP_0750,11.15450122
EMP_0751,7.064260668
EMP_0752,7.38832083
EMP_0753,7.404007889
EMP_0754,7.595735197
EMP_0755,5.592189126
EMP_0756,7.404007889
EMP_0757,7.404007889
EMP_0758,13.24699305
EMP_0759,5.592189126
EMP_0760,9.138376727
EMP_0761,5.09195065
EMP_0762,5.848103943
EMP_0763,5.072019591
EMP_0764,7.38832083
EMP_0765,11.75799412
EMP_0766,7.435543875
EMP_0767,9.234806887
EMP_0768,5.848103943
EMP_0769,7.435543875
EMP_0770,14.74822519
EMP_0771,7.887198264
EMP_0772,5.450710168
EMP_0773,7.266257001
EMP_0774,9.024729155
EMP_0775,13.24699305
EMP_0776,7.266257001
EMP_0777,8.746742319
EMP_0778,5.848103943
EMP_0779,9.234806887
EMP_0780,10.11514073
EMP_0781,7.064260668
EMP_0782,7.71497065
EMP_0783,5.712403877
EMP_0784,13.24699305
EMP_0785,13.24699305
EMP_0786,11.75799412
EMP_0787,5.450710168
EMP_0788,14.78355332
EMP_0789,7.595735197
EMP_0790,13.10748609
EMP_0791,14.61308375
EMP_0792,5.592189126
EMP_0793,14.61308375
EMP_0794,11.60855469
EMP_0795,14.59491431
EMP_0796,9.138376727
EMP_0797,9.234806887
EMP_0798,9.024729155
EMP_0799,13.07424216
EMP_0800,13.07424216
EMP_0801,8.746742319
EMP_0802,5.450710168
EMP_0803,14.61308375
EMP_0804,13.24699305
EMP_0805,7.595735197
EMP_0806,7.266257001
EMP_0807,11.75799412
EMP_0808,9.138376727
EMP_0809,5.592189126
EMP_0810,9.234806887
EMP_0811,11.15450122
EMP_0812,5.09195065
EMP_0813,7.435543875
EMP_0814,5.450710168
EMP_0815,7.71497065
EMP_0816,11.75799412
EMP_0817,14.4036382
EMP_0818,10.34363574
EMP_0819,7.887198264
EMP_0820,14.4036382
EMP_0821,13.24699305
EMP_0822,7.064260668
EMP_0823,13.00155201
EMP_0824,14.79236358
EMP_0825,11.60855469
EMP_0826,7.71497065
EMP_0827,14.78355332
EMP_0828,7.435543875
EMP_0829,11.75799412
EMP_0830,5.848103943
EMP_0831,9.234806887
EMP_0832,5.450710168
EMP_0833,14.4036382
EMP_0834,7.71497065
EMP_0835,7.266257001
EMP_0836,13.24699305
EMP_0837,8.746742319
EMP_0838,14.59491431
EMP_0839,7.887198264
EMP_0840,14.74822519
EMP_0841,5.09195065
EMP_0842,11.15450122
EMP_0843,14.79236358
EMP_0844,11.60855469
EMP_0845,10.11514073
EMP_0846,7.435543875
EMP_0847,11.75799412
EMP_0848,6.076105172
EMP_0849,5.848103943
EMP_0850,7.435543875
EMP_0851,7.435543875
EMP_0852,9.034966147
EMP_0853,13.07424216
EMP_0854,7.887198264
EMP_0855,5.450710168
EMP_0856,5.450710168
EMP_0857,5.450710168
EMP_0858,8.746742319
EMP_0859,13.24699305
EMP_0860,14.79236358
EMP_0861,7.887198264
EMP_0862,5.712403877
EMP_0863,7.266257001
EMP_0864,5.450710168
EMP_0865,9.234806887
EMP_0866,13.24699305
EMP_0867,7.887198264
EMP_0868,5.09195065
EMP_0869,7.71497065
EMP_0870,7.38832083
EMP_0871,5.09195065
EMP_0872,10.34363574
EMP_0873,10.34363574
EMP_0874,6.076105172
EMP_0875,14.61308375
EMP_0876,5.072019591
EMP_0877,5.864863447
EMP_0878,10.11514073
EMP_0879,11.60855469
EMP_0880,5.712403877
EMP_0881,5.848103943
EMP_0882,7.38832083
EMP_0883,14.74822519
EMP_0884,13.07424216
EMP_0885,5.848103943
EMP_0886,10.11514073
EMP_0887,14.74822519
EMP_0888,11.75799412
EMP_0889,14.79236358
EMP_0890,14.59491431
EMP_0891,5.592189126
EMP_0892,5.712403877
EMP_0893,5.450710168
EMP_0894,14.74822519
EMP_0895,5.072019591
EMP_0896,14.74822519
EMP_0897,5.450710168
EMP_0898,14.78355332
EMP_0899,14.79236358
EMP_0900,14.79236358
EMP_0901,9.234806887
EMP_0902,14.78355332
EMP_0903,11.75799412
EMP_0904,11.60855469
EMP_0905,14.78355332
EMP_0906,14.74822519
EMP_0907,7.38832083
EMP_0908,7.266257001
EMP_0909,7.404007889
EMP_0910,5.072019591
EMP_0911,14.74822519
EMP_0912,7.404007889
EMP_0913,5.592189126
EMP_0914,14.78355332
EMP_0915,11.15450122
EMP_0916,9.034966147
EMP_0917,9.024729155
EMP_0918,5.09195065
EMP_0919,7.404007889
EMP_0920,13.10748609
EMP_0921,7.266257001
EMP_0922,13.07424216
EMP_0923,14.61308375
EMP_0924,6.076105172
EMP_0925,7.71497065
EMP_0926,9.024729155
EMP_0927,7.595735197
EMP_0928,5.864863447
EMP_0929,7.266257001
EMP_0930,5.592189126
EMP_0931,7.595735197
EMP_0932,11.75799412
EMP_0933,10.11514073
EMP_0934,5.712403877
EMP_0935,9.034966147
EMP_0936,5.09195065
EMP_0937,14.79236358
EMP_0938,7.404007889
EMP_0939,9.034966147
EMP_0940,14.78355332
EMP_0941,9.234806887
EMP_0942,7.064260668
EMP_0943,13.10748609
EMP_0944,6.076105172
EMP_0945,14.79236358
EMP_0946,14.61308375
EMP_0947,7.887198264
EMP_0948,5.864863447
EMP_0949,7.435543875
EMP_0950,5.592189126
EMP_0951,13.10748609
EMP_0952,9.234806887
EMP_0953,5.072019591
EMP_0954,14.4036382
EMP_0955,14.59491431
EMP_0956,7.887198264
EMP_0957,10.34363574
EMP_0958,5.450710168
EMP_0959,13.10748609
EMP_0960,5.09195065
EMP_0961,13.10748609
EMP_0962,9.138376727
EMP_0963,7.38832083
EMP_0964,7.064260668
EMP_0965,14.4036382
EMP_0966,13.00155201
EMP_0967,7.064260668
EMP_0968,5.848103943
EMP_0969,5.450710168
EMP_0970,14.78355332
EMP_0971,5.864863447
EMP_0972,13.00155201
EMP_0973,10.11514073
EMP_0974,13.07424216
EMP_0975,10.11514073
EMP_0976,11.15450122
EMP_0977,13.10748609
EMP_0978,13.10748609
EMP_0979,7.38832083
EMP_0980,10.34363574
EMP_0981,14.74822519
EMP_0982,7.266257001
EMP_0983,7.266257001
EMP_0984,5.864863447
EMP_0985,9.024729155
EMP_0986,9.234806887
EMP_0987,14.74822519
EMP_0988,11.75799412
EMP_0989,13.07424216
EMP_0990,9.024729155
EMP_0991,5.450710168
EMP_0992,11.60855469
EMP_0993,7.266257001
EMP_0994,9.034966147
EMP_0995,5.450710168
EMP_0996,8.746742319
EMP_0997,7.38832083
EMP_0998,10.11514073
EMP_0999,7.71497065
EMP_1000,14.61308375
EMP_1001,5.072019591
EMP_1002,13.07424216
EMP_1003,5.072019591
EMP_1004,14.59491431
EMP_1005,13.00155201
EMP_1006,7.887198264
EMP_1007,6.076105172
EMP_1008,13.24699305
EMP_1009,5.864863447
EMP_1010,5.848103943
EMP_1011,5.09195065
EMP_1012,7.266257001
EMP_1013,7.71497065
EMP_1014,14.59491431
EMP_1015,9.138376727
EMP_1016,13.00155201
EMP_1017,7.887198264
EMP_1018,13.10748609
EMP_1019,13.07424216
EMP_1020,14.4036382
EMP_1021,14.4036382
EMP_1022,14.78355332
EMP_1023,6.076105172
EMP_1024,14.4036382
EMP_1025,7.404007889
EMP_1026,5.072019591
EMP_1027,7.064260668
EMP_1028,5.864863447
EMP_1029,5.072019591
EMP_1030,11.60855469
EMP_1031,13.07424216
EMP_1032,14.78355332
EMP_1033,7.887198264
EMP_1034,9.024729155
EMP_1035,7.71497065
EMP_1036,9.138376727
EMP_1037,13.10748609
EMP_1038,7.404007889
EMP_1039,5.848103943
EMP_1040,7.38832083
EMP_1041,7.71497065
EMP_1042,10.34363574
EMP_1043,10.34363574
EMP_1044,5.592189126
EMP_1045,7.595735197
EMP_1046,7.064260668
EMP_1047,5.864863447
EMP_1048,7.887198264
EMP_1049,7.435543875
EMP_1050,10.11514073
EMP_1051,7.887198264
EMP_1052,5.450710168
EMP_1053,9.024729155
EMP_1054,5.848103943
EMP_1055,5.450710168
EMP_1056,6.076105172
EMP_1057,9.024729155
EMP_1058,11.75799412
EMP_1059,5.09195065
EMP_1060,5.450710168
EMP_1061,5.864863447
EMP_1062,9.234806887
EMP_1063,14.78355332
EMP_1064,13.00155201
EMP_1065,5.864863447
EMP_1066,14.74822519
EMP_1067,5.864863447
EMP_1068,9.234806887
EMP_1069,7.887198264
EMP_1070,5.072019591
EMP_1071,14.4036382
EMP_1072,14.79236358
EMP_1073,9.034966147
EMP_1074,5.072019591
EMP_1075,13.07424216
