DIM,Task,APPROVAL,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,23-Jan,23-Feb
Remaining,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0406,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,60,0,0,0,0,0,0,0,0
Allocated Hours,,,209.31,199.79,190.28,152.01,75,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,-44.31,-42.29,-40.28,-2.01,97.5,150,150,60,0,0,0,0,0,0,0,0
Technical,TASK_T0379,Completed,209.31,199.79,190.28,9.51,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0349,Completed,0,0,0,142.5,75,0,0,0,0,0,0,0,0,0,0,0
EMP_0721,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,168.21,126.06,132.77,119.25,112.13,90,90,99,94.5,103.5,99,94.5,99,90,0,0
Remaining,,,-3.21,31.44,17.23,30.75,60.38,60,60,66,63,69,66,63,66,60,157.5,150
Technical,TASK_T0530,Completed,115.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0857,Completed,16.5,15.75,15,15,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0743,Completed,0,4.88,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0878,Completed,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0528,Completed,11.46,10.94,6.77,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0518,Completed,0,0,0,3,8.63,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0889,Completed,0,81,90,90,103.5,90,90,99,94.5,103.5,99,94.5,99,90,0,0
Technical,TASK_T0761,Completed,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0171,Completed,0,13.5,13.5,3.75,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0056,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,157.5,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,210,157.5,187.5,150,129.38,112.5,118.13,123.75,118.13,129.38,123.75,118.13,123.75,0,0,0
Remaining,,,-45,0,-37.5,0,43.13,37.5,39.38,41.25,39.38,43.13,41.25,39.38,41.25,150,157.5,150
Technical,TASK_T0538,Completed,82.5,78.75,37.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0531,Completed,82.5,78.75,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0553,Completed,0,0,112.5,112.5,129.38,112.5,118.13,123.75,118.13,129.38,123.75,118.13,123.75,0,0,0
Technical,TASK_T0908,Partial,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0083,,,,,,,,,,,,,,,,,,
Contracted Hours,,,0,45,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,36,81.86,96.11,34.82,4.71,0,0,0,0,0,0,0,0,0
Remaining,,,0,45,114,68.14,76.39,115.18,145.29,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0982,Completed,0,0,21,30,34.5,10.5,0,0,0,0,0,0,0,0,0,0
Technical,,Completed,0,0,15,30,34.5,15,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0788,Completed,0,0,0,6.86,9.86,8.57,4.71,0,0,0,0,0,0,0,0,0
Technical,,Completed,0,0,0,15,17.25,0.75,0,0,0,0,0,0,0,0,0,0
EMP_0681,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,68.1,48.75,51,177.53,186,15.6,15,10,0,0,0,0,0,0,0,0
Remaining,,,96.9,108.75,99,-27.53,-13.5,134.4,135,155,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0937,Completed,10,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0286,Completed,10,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0234,Completed,4,0,0,50,60,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0530,Completed,0,0,0,60,80,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0229,Completed,0,0,12,16,10,0.6,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0022,Completed,10,6,0,10,5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0880,Completed,16.5,15.75,15,10,10,15,15,10,0,0,0,0,0,0,0,0
Technical,TASK_T0447,Completed,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0469,Completed,0,0,0,7.13,8,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0522,Completed,12,12.6,12,2.4,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0171,Completed,0.6,12.6,12,12,8,0,0,0,0,0,0,0,0,0,0,0
EMP_0466,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0507,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,123.75,118.13,37.5,37.5,43.13,37.5,37.5,41.25,0,0,0,0,0,0,0,0
Remaining,,,41.25,39.38,112.5,112.5,129.38,112.5,112.5,123.75,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0840,Completed,41.25,39.38,37.5,37.5,43.13,37.5,37.5,41.25,0,0,0,0,0,0,0,0
Technical,TASK_T0782,Completed,82.5,78.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0788,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,90,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,164.97,89.93,150.51,150,172.55,150.04,150.04,164.99,157.5,172.5,165,157.5,165,150,157.5,150
Remaining,,,0.03,0.07,-0.51,0,-0.05,-0.04,-0.04,0.01,0,0,0,0,0,0,0,0
Technical,TASK_T0328,Completed,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0330,Completed,34.38,32.81,31.25,31.25,21.88,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0321,Completed,4.95,4.72,4.5,4.5,4.05,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0378,Completed,100.3,37.4,95,95.7,123.5,136.4,136.4,153.4,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0350,Completed,0.64,0.35,0.58,0.56,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0362,Completed,8.59,4.69,7.81,5.47,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0364,Completed,4.14,2.26,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0352,Completed,1.65,0.9,1.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0335,Completed,7.12,6.79,6.47,6.47,7.44,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0359,Completed,0,0,0,5.45,15.68,13.64,13.64,11.59,0,0,0,0,0,0,0,0
EMP_0623,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0542,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,16.5,28.35,75,75,103.5,105,126,158.4,160.65,175.95,168.3,160.65,168.3,153,160.65,153
Remaining,,,148.5,129.15,75,75,69,45,24,6.6,-3.15,-3.45,-3.3,-3.15,-3.3,-3,-3.15,-3
Technical,TASK_T0158,Completed,0,28.35,75,75,103.5,105,126,158.4,160.65,175.95,168.3,160.65,168.3,153,160.65,153
Technical,TASK_T0196,Completed,16.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0572,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Remaining,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0215,Completed,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0233,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,67.42,89,105,121.05,146.4,28.82,19.05,0.75,0,0,0,0,0,0,0,0
Remaining,,,97.58,68.5,45,28.95,26.1,121.18,130.95,164.25,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0412,Completed,10,15,15,5,10,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0431,Completed,0,0,10,12,13.8,0.6,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0397,Completed,15,15,10,10,15,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0903,Completed,0,4,10,15,20,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0450,Completed,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0439,Completed,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0403,Completed,7.42,10,10,5,15,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0995,Completed,0,0,10,10,15,4.22,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0749,Completed,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0287,Completed,0,5,15,15,17.25,15,15,0.75,0,0,0,0,0,0,0,0
Technical,TASK_T0307,Completed,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0761,Completed,15,20,10,30,15,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0695,Completed,0,0,0,4.05,10.35,9,4.05,0,0,0,0,0,0,0,0,0
EMP_0456,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,16.5,15.75,15,15,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,148.5,141.75,135,135,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,,Completed,16.5,15.75,15,15,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0641,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,75,86.25,75,75,82.5,78.75,86.25,82.5,78.75,82.5,75,78.75,75
Allocated Hours,,,129.97,139.2,75,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,35.03,18.3,75,75,86.25,75,75,82.5,78.75,86.25,82.5,78.75,82.5,75,78.75,75
Technical,TASK_T0018,Completed,33,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0401,Completed,16.5,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0740,Completed,0,30,75,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0427,Completed,16.5,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0919,Completed,6.6,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0800,Completed,16.5,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0797,Completed,32.63,47.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0394,Completed,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0378,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Remaining,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0215,Completed,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0627,,,,,,,,,,,,,,,,,,
Contracted Hours,,,127.5,157.5,150,150,172.5,150,0,0,0,0,0,0,0,0,0,0
Allocated Hours,,,131.25,157.5,150,150,172.5,150,0,0,0,0,0,0,0,0,0,0
Remaining,,,-3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0180,Completed,0,0,82.5,150,172.5,150,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0114,Completed,51,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0121,Completed,76.5,94.5,67.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0089,Completed,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0379,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,218.25,177.75,165,165,183,150,150,165,0,0,0,0,0,0,0,0
Remaining,,,-53.25,-20.25,-15,-15,-10.5,0,0,0,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0074,Completed,8.25,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0181,Completed,8.25,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0081,Completed,24,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0068,Completed,165,157.5,150,150,172.5,150,150,165,0,0,0,0,0,0,0,0
Technical,TASK_T0086,Completed,12.75,15.75,15,15,10.5,0,0,0,0,0,0,0,0,0,0,0
EMP_0060,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,90.83,47.7,153.87,115.04,48.77,25.34,4.05,0,0,0,0,0,0,0,0,0
Remaining,,,74.17,109.8,-3.87,34.96,123.73,124.66,145.95,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0855,Completed,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0053,Completed,0,0,4.73,10.51,12.08,5.78,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0852,Completed,0,0,3.14,8.98,10.33,5.84,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0743,Completed,10,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0
Technical,,Completed,0,0,15,13.5,15.52,4.72,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0748,Completed,9.9,0.45,10,4,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0902,Completed,11.55,5.78,20,14,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0005,Completed,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0482,Completed,9,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0177,Completed,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0309,Completed,11.82,11.28,8,4,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0178,Completed,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0058,Completed,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0948,Completed,11.56,11.03,8,4,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0918,Completed,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0402,Completed,6,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0856,Completed,15,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0143,Completed,0,0,0,4.05,10.35,9,4.05,0,0,0,0,0,0,0,0,0
Technical,TASK_T0172,Completed,0,10.16,20,12,0.48,0,0,0,0,0,0,0,0,0,0,0
EMP_0667,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,80.86,19.52,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,84.14,137.98,142.5,142.5,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0511,Completed,16.58,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0425,Completed,19.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0144,Completed,33,15.75,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0760,Completed,12.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0319,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
EMP_0442,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,21.56,19.77,3.83,3.83,1.01,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,143.44,137.73,146.17,146.17,171.49,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0736,Completed,16.5,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0018,Completed,3.24,3.09,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0260,Completed,0.97,0.93,0.88,0.88,1.01,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0697,Completed,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0181,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,56.25,36,164.25,273,126,105,0,0,0,0,0,0,0,0,0,0
Remaining,,,108.75,121.5,-14.25,-123,46.5,45,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0471,Completed,8.25,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0409,Completed,0,28.5,15,15,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0530,Completed,0,0,5.25,105,120.75,105,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0391,Completed,5.63,0,9,18,5.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0748,Completed,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0875,Completed,2.63,0,37.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0392,Completed,15.75,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0760,Completed,15.75,3.75,37.5,37.5,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0653,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,113.02,100.86,89.72,126.23,128.08,103.87,77.3,21,0,0,0,0,0,0,0,0
Remaining,,,51.98,56.64,60.28,23.77,44.42,46.13,72.7,144,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0170,Completed,10.78,10.29,9.8,9.8,11.27,9.8,9.8,0,0,0,0,0,0,0,0,0
Technical,TASK_T0453,Completed,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0055,Completed,26.6,15.06,14.34,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0827,Completed,0,0,0,52.5,60.38,52.5,52.5,21,0,0,0,0,0,0,0,0
Technical,TASK_T0847,Completed,0,0,15,15,17.25,15,15,0,0,0,0,0,0,0,0,0
Technical,TASK_T0062,Completed,19.8,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0059,Completed,16.5,15.75,15,15,17.25,7.5,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0472,Completed,8.38,8,7.62,7.62,8.76,7.62,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0133,Completed,13.1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0811,Completed,12.6,12.02,11.45,11.45,13.17,11.45,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0828,Completed,3.3,17.33,16.51,14.86,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0242,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,142.5,0,0,0,0,0,0,0,0,0,0,0,0
Allocated Hours,,,165,157.5,225,217.5,86.25,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,0,0,-75,-75,-86.25,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0933,Completed,82.5,78.75,150,142.5,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0540,Completed,82.5,78.75,75,75,86.25,0,0,0,0,0,0,0,0,0,0,0
EMP_0068,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,236.41,225.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remaining,,,-71.41,-68.16,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0530,Completed,66,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0529,Completed,165,157.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0878,Completed,5.41,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0517,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,82.35,42.52,19.05,72,87.97,62.25,24,24.75,23.63,25.88,24.75,23.63,24.75,22.5,23.63,22.5
Remaining,,,82.65,114.97,130.95,78,84.53,87.75,126,140.25,133.88,146.63,140.25,133.88,140.25,127.5,133.88,127.5
Technical,TASK_T0504,Completed,0,3.38,7.5,7.5,8.63,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0520,Completed,1.27,1.57,1.5,1.5,1.73,1.5,1.5,0,0,0,0,0,0,0,0,0
Technical,TASK_T0437,Completed,0,0,0,18,25.88,22.5,22.5,24.75,23.63,25.88,24.75,23.63,24.75,22.5,23.63,22.5
Technical,TASK_T0859,Completed,24.75,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0506,Completed,15.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0507,Completed,0,0,6.75,45,51.75,38.25,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0392,Completed,18.15,17.32,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0728,Completed,22.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0070,,,,,,,,,,,,,,,,,,
Contracted Hours,,,165,157.5,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,255,157.5,120,270,345,300,300,165,157.5,172.5,165,157.5,165,150,157.5,150
Remaining,,,-90,0,30,-120,-172.5,-150,-150,0,0,0,0,0,0,0,0,0
Technical,TASK_T0437,Completed,0,0,0,120,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Technical,TASK_T0740,Completed,90,157.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technical,TASK_T0220,Completed,0,0,120,150,172.5,150,150,0,0,0,0,0,0,0,0,0
Technical,TASK_T0113,Completed,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMP_0399,,,,,,,,,,,,,,,,,,
Contracted Hours,,,135,105,150,150,172.5,150,150,165,157.5,172.5,165,157.5,165,150,157.5,150
Allocated Hours,,,138.75,112.48,157.48,160,183.5,157.48,157.48,165,165,165,157.48,157.48,157.48,157.48,157.48,157.48
